level_0,index,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
62704,76333,Charming 1 Bedroom Garden Apt,96679178472,UNCONFIRMED,Aitan,Brooklyn,Prospect Heights,40.67688,-73.96735,United States,US,1,moderate,Entire home/apt,2013.0,743,$149 ,3.0,109.0,6/23/2019
62705,76334,Sun-lit room w/in steps of best of Williamsburg,3577479147,VERIFIED,Nathan,Brooklyn,Williamsburg,40.71145,-73.95887,United States,US,1,strict,Private room,2018.0,475,$95 ,3.0,9.0,10/27/2017
62706,76335,Spacious quiet second floor brownstone apartment,18144777570,VERIFIED,Nicola,Brooklyn,Carroll Gardens,40.68048,-73.99322,United States,US,0,flexible,Entire home/apt,2007.0,555,$111 ,4.0,8.0,9/8/2018
62707,76336,Gorgeous 2 Bedroom apartment /Upper East side,75141818935,UNCONFIRMED,Cristina,Manhattan,Upper East Side,40.77341,-73.95025,United States,US,1,moderate,Entire home/apt,2009.0,960,$192 ,1.0,16.0,6/23/2019
62708,76337,"East Brodway in Lower East Side, quiete and cute!",9044562427,UNCONFIRMED,Paolo,Manhattan,Chinatown,40.71333,-73.9916,United States,US,0,moderate,Private room,2017.0,1002,$200 ,30.0,1.0,12/16/2016
62709,76338,Luxurious Guestroom w/Private Bathroom & Entrance,65230548731,VERIFIED,Christine,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.95725,United States,US,1,moderate,Private room,2019.0,248,$50 ,2.0,27.0,5/9/2019
62710,76339,Bright Loft Room in a Charming Brooklyn Apartment,71917134220,VERIFIED,Aracelis,Brooklyn,Williamsburg,40.71381,-73.93903,United States,US,1,strict,Private room,2004.0,799,$160 ,1.0,31.0,6/30/2019
62711,76340,"Huge Private Bedroom, Patio, + 20min to Midtown",31912570675,VERIFIED,Brian & Jonathan,Manhattan,Harlem,40.83014,-73.94656,United States,US,1,strict,Private room,2009.0,791,$158 ,3.0,49.0,6/3/2019
62712,76341,Luxury bedroom - Nomad Chelsea area,86282469965,VERIFIED,Andy,Manhattan,Chelsea,40.74381,-73.9923,United States,US,0,moderate,Entire home/apt,2012.0,525,$105 ,30.0,2.0,10/22/2016
62713,76342,Huge 1BR Luxury Apartment in Williamsburg,18483422209,UNCONFIRMED,Peter,Brooklyn,Williamsburg,40.71113,-73.95296,United States,US,1,strict,Entire home/apt,2006.0,504,$101 ,2.0,6.0,1/1/2017
62714,76343,Spacious & Bright Midtown 1 Bedroom -Elevator Bldg,78753079086,VERIFIED,Matthew,Manhattan,Midtown,40.75723,-73.96313,United States,US,0,moderate,Entire home/apt,2006.0,334,$67 ,2.0,10.0,8/29/2018
62715,76344,Private room with private bathroom,82355313456,UNCONFIRMED,Amanda,Brooklyn,Greenpoint,40.72342,-73.94838,United States,US,1,moderate,Private room,2021.0,388,$78 ,2.0,38.0,6/23/2019
62716,76345,"Newly Renovated, Bright 1 BR in Central Manhattan",27477530950,UNCONFIRMED,Rebecca,Manhattan,Kips Bay,40.74089,-73.98094,United States,US,1,moderate,Entire home/apt,2005.0,80,$16 ,3.0,20.0,9/17/2018
62717,76346,Cozy Brooklyn Room,42321354668,VERIFIED,Johari,Brooklyn,Bedford-Stuyvesant,40.68137,-73.91359,United States,US,0,flexible,Private room,2008.0,1098,$220 ,30.0,5.0,10/14/2018
62718,76347,Amazing & Clean NYC Private Room by #1 Train,89625390152,UNCONFIRMED,Jovanni & Natasha,Bronx,North Riverdale,40.90175,-73.89761,United States,US,1,strict,Private room,2006.0,919,$184 ,2.0,9.0,4/30/2017
62719,76348,Luxury 2BR Penthouse in the hearth of Soho (Nyc),97581416720,UNCONFIRMED,Gaia&Pietro,Manhattan,SoHo,40.72575,-74.00128,United States,US,0,moderate,Entire home/apt,2005.0,1029,$206 ,3.0,32.0,6/24/2019
62720,76350,Sunny Studio in Midtown Manhattan,83512715558,VERIFIED,Christiane,Manhattan,Kips Bay,40.74533,-73.9772,United States,US,0,flexible,Entire home/apt,2004.0,183,$37 ,2.0,5.0,5/28/2018
62721,76351,THE PRIVACY DEN ~ 5 MINUTES TO JFK,28809922775,VERIFIED,Miss Dy,Queens,Springfield Gardens,40.66735,-73.76647,United States,US,0,strict,Entire home/apt,2010.0,1071,$214 ,1.0,434.0,6/19/2019
62722,76353,Borough Park/Kensington 3 room Apartment,63453057355,UNCONFIRMED,Chaim,Brooklyn,Borough Park,40.63561,-73.97961,United States,US,1,flexible,Entire home/apt,2007.0,911,$182 ,7.0,1.0,4/18/2017
62723,76354,Private room in charming Brooklyn Apartment,38270274259,VERIFIED,Fely,Brooklyn,Crown Heights,40.67642,-73.961,United States,US,0,strict,Private room,2017.0,734,$147 ,2.0,3.0,11/28/2016
62724,76355,NEW & PRIVATE 2 bedroom apt in stately townhouse,60631399450,VERIFIED,Ken,Brooklyn,Gowanus,40.68255,-73.9899,United States,US,0,flexible,Entire home/apt,2022.0,1189,$238 ,30.0,118.0,6/6/2019
62725,76356,"Fab Studio with Gym, Doorman & Elevator Sleeps 4",28396183681,UNCONFIRMED,Abc,Manhattan,West Village,40.73322,-74.00853,United States,US,1,moderate,Entire home/apt,2006.0,431,$86 ,30.0,12.0,1/6/2019
62726,76357,Clean Private Bedroom - Bushwick Brooklyn New York,51923367123,UNCONFIRMED,Leslie,Brooklyn,Bedford-Stuyvesant,40.68303,-73.91238,United States,US,0,moderate,Private room,2014.0,491,$98 ,1.0,2.0,10/9/2016
62727,76358,UNION SQUARE / Perfect Cozy Private Room!,87599304159,VERIFIED,Haru,Manhattan,Gramercy,40.73402,-73.9862,United States,US,0,moderate,Private room,2011.0,864,$173 ,1.0,88.0,6/20/2019
62728,76359,*ENJOY NYC*New Renovated Apartment(Private room),76853741361,UNCONFIRMED,Sasha,Bronx,Woodlawn,40.88253,-73.86951,United States,US,1,flexible,Private room,2007.0,164,$33 ,1.0,6.0,10/9/2018
62729,76360,Cozy Apt in NYC Brownstone,86376339357,UNCONFIRMED,Joyce,Manhattan,Murray Hill,40.74699,-73.97659,United States,US,1,strict,Entire home/apt,2020.0,627,$125 ,3.0,62.0,7/1/2019
62730,76361,Private Retreat in Brooklyn,28148096860,UNCONFIRMED,Tim & Rachel,Brooklyn,East Flatbush,40.65141,-73.92512,United States,US,0,flexible,Entire home/apt,2012.0,933,$187 ,3.0,109.0,6/20/2019
62731,76362,Private room for 1 or 2 in Chelsea. Prime location,48583920798,UNCONFIRMED,Lindsay,Manhattan,Chelsea,40.74853,-73.99593,United States,US,1,strict,Private room,2006.0,1138,$228 ,1.0,18.0,1/11/2017
62732,76363,Wyndham Midtown 45 New York City Studio,97131841887,VERIFIED,Vacation Generation,Manhattan,Midtown,40.7536,-73.97306,United States,US,1,strict,Entire home/apt,2014.0,116,$23 ,2.0,9.0,9/15/2017
62733,76366,Newly Renovated Studio Near Manhattan,20524465832,UNCONFIRMED,Zia,Queens,Woodside,40.74767,-73.90721,United States,US,1,strict,Entire home/apt,2005.0,1099,$220 ,2.0,9.0,6/3/2017
62734,76367,Luxury Apartment in Williamsburg!,41992510305,UNCONFIRMED,David,Brooklyn,Williamsburg,40.71258,-73.95191,United States,US,0,strict,Entire home/apt,2020.0,436,$87 ,5.0,5.0,6/14/2018
62735,76368,1 bedroom in sunny Nolita apartment,57776831368,UNCONFIRMED,Lauren,Manhattan,Nolita,40.7215,-73.99395,United States,US,1,moderate,Private room,2009.0,771,$154 ,2.0,5.0,3/11/2017
62736,76369,Amazing Space...Awesome Location...Private Room,53687664936,UNCONFIRMED,Mike,Brooklyn,Prospect Heights,40.67431,-73.9651,United States,US,1,strict,Private room,2014.0,799,$160 ,3.0,3.0,10/16/2018
62737,76370,1 Bedroom (Queen) Mins From JFK and Casino,58217512863,UNCONFIRMED,Iwona,Queens,Jamaica,40.67518,-73.78046,United States,US,1,moderate,Private room,2014.0,527,$105 ,1.0,45.0,6/28/2019
62738,76371,Colorful Artist Apartment in Park Slope Brooklyn,25095168858,UNCONFIRMED,Caroline,Brooklyn,South Slope,40.66634,-73.98185,United States,US,1,flexible,Entire home/apt,2007.0,150,$30 ,1.0,32.0,5/27/2019
62739,76372,Historic Townhome for Shoots/Videos,80712324719,VERIFIED,Raymond,Manhattan,Harlem,40.80594,-73.9454,United States,US,0,flexible,Entire home/apt,2008.0,1126,$225 ,1.0,2.0,10/22/2018
62740,76373,Beautiful Private Room near Columbia University,41687056715,VERIFIED,Gabriel,Manhattan,Morningside Heights,40.80751,-73.96619,United States,US,1,moderate,Private room,2016.0,987,$197 ,2.0,5.0,9/15/2017
62741,76374,Bushwick Bedroom (Available Daily Again),85731170174,VERIFIED,Jasmine,Brooklyn,Bushwick,40.69804,-73.92816,United States,US,1,flexible,Private room,2016.0,1052,$210 ,1.0,45.0,5/31/2019
62742,76375,Gatsby Room,96350732309,UNCONFIRMED,Maria,Manhattan,Lower East Side,40.72203,-73.98986,United States,US,1,moderate,Private room,2009.0,243,$49 ,1.0,2.0,8/6/2017
62743,76376,Cozy Island Bedroom near Ferry,41752843306,UNCONFIRMED,Tony & Grace,Staten Island,St. George,40.64055,-74.0784,United States,US,1,moderate,Private room,2018.0,953,$191 ,1.0,60.0,6/16/2019
62744,76377,Gatsby Room 2,90344300661,VERIFIED,Maria,Manhattan,Lower East Side,40.72205,-73.9913,United States,US,0,moderate,Private room,2018.0,1095,$219 ,1.0,3.0,2/24/2018
62745,76380,Bright & spacious apartment in East Williamsburg,15556725325,UNCONFIRMED,Anu,Brooklyn,Williamsburg,40.70912,-73.94513,United States,US,1,strict,Entire home/apt,2018.0,168,$34 ,2.0,22.0,7/7/2019
62746,76381,EPIC VIEWS ❤️ Wyndham Midtown 45 at NYC Studio ❤️,41478088577,UNCONFIRMED,ResortShare5,Manhattan,Midtown,40.7531,-73.97321,United States,US,1,moderate,Private room,2018.0,737,$147 ,2.0,3.0,10/18/2018
62747,76382,~**GORGEOUS DOWNTOWN LOFTS**~ MULTIPLE SPACES,25876981930,UNCONFIRMED,Sam,Manhattan,Chinatown,40.71745,-73.99409,United States,US,1,moderate,Entire home/apt,2005.0,406,$81 ,1.0,23.0,3/27/2019
62748,76383,Clean and Sunny room near Midtown Manhattan,83104390427,VERIFIED,Daljit,Queens,Astoria,40.75786,-73.92808,United States,US,1,moderate,Private room,2014.0,890,$178 ,2.0,108.0,6/30/2019
62749,76384,Comfy Private Room w/ Big TV,54604154763,VERIFIED,Belkis,Bronx,Bronxdale,40.85585,-73.86486,United States,US,0,flexible,Private room,2018.0,338,$68 ,5.0,65.0,6/4/2019
62750,76385,Beautiful Bedroom by Prospect Park,43047005779,VERIFIED,Tracy,Brooklyn,Flatbush,40.65228,-73.96402,United States,US,0,flexible,Private room,2009.0,858,$172 ,3.0,1.0,10/13/2016
62751,76386,Bright and modern 1 BR in Williamsburg w/balcony,53250621611,UNCONFIRMED,Kevin,Brooklyn,Williamsburg,40.71238,-73.96279,United States,US,1,flexible,Entire home/apt,2013.0,611,$122 ,3.0,1.0,10/9/2016
62752,76388,Enjoy NYC and feel like your home!,40216884690,VERIFIED,Diana,Manhattan,Washington Heights,40.85679,-73.932,United States,US,0,strict,Private room,2013.0,450,$90 ,2.0,60.0,6/23/2019
62753,76389,Beautiful Large Room,35689623168,UNCONFIRMED,Airamis,Bronx,Bronxdale,40.85236,-73.86632,United States,US,0,moderate,Private room,2021.0,288,$58 ,1.0,114.0,10/9/2018
62754,76390,An artistic experience,78613268652,UNCONFIRMED,Patricia,Brooklyn,Williamsburg,40.7155,-73.95632,United States,US,1,flexible,Private room,2020.0,913,$183 ,5.0,15.0,6/4/2019
62755,76391,Large one bed room pied a terre in Park Slope,24528904728,UNCONFIRMED,Jean Victor,Brooklyn,Park Slope,40.67293,-73.98609,United States,US,1,flexible,Entire home/apt,2004.0,903,$181 ,30.0,7.0,10/28/2018
62756,76392,Fort Greene - Whole Apartment with washer & dryer,83840557036,VERIFIED,Lauren,Brooklyn,Fort Greene,40.68725,-73.97458,United States,US,1,moderate,Entire home/apt,2009.0,936,$187 ,2.0,4.0,5/13/2017
62757,76393,Spacious Room in IDEAL LES LOCATION,11113254024,UNCONFIRMED,Daniel,Manhattan,Chinatown,40.7164,-73.99188,United States,US,0,moderate,Private room,2017.0,322,$64 ,25.0,13.0,5/8/2019
62758,76394,Sunny  Space in Crown Heights,91471524464,VERIFIED,Andre,Brooklyn,Crown Heights,40.66631,-73.94764,United States,US,0,strict,Private room,2006.0,430,$86 ,30.0,3.0,9/3/2018
62759,76395,Cozy Space in Crown Heights,77524641855,VERIFIED,Andre,Brooklyn,Crown Heights,40.66596,-73.94936,United States,US,0,strict,Private room,2006.0,72,$14 ,1.0,13.0,12/6/2018
62760,76396,Nice apartment in Gramercy.,69105411841,VERIFIED,Juan Eduardo,Manhattan,Gramercy,40.73736,-73.98025,United States,US,0,flexible,Entire home/apt,2003.0,63,$13 ,5.0,8.0,2/25/2018
62761,76398,Best of Wall Street (Full Studio ALL yours),18731374770,UNCONFIRMED,Yasir,Manhattan,Financial District,40.70651,-74.00656,United States,US,0,flexible,Entire home/apt,2018.0,1084,$217 ,2.0,1.0,10/10/2016
62762,76399,"Ideal vacationing spot for beach lovers, near JFK",49655463841,UNCONFIRMED,Chadine,Queens,Arverne,40.58929,-73.79441,United States,US,1,flexible,Private room,2006.0,427,$85 ,3.0,3.0,6/21/2017
62763,76400,"Netflix and Rest, One quaint bedroom in Ft. Greene",96205891383,VERIFIED,Malik,Brooklyn,Fort Greene,40.68906,-73.97897,United States,US,0,flexible,Private room,2018.0,205,$41 ,1.0,82.0,6/9/2019
62764,76401,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,94091279145,VERIFIED,Henry,Manhattan,Upper West Side,40.78065,-73.98253,United States,US,0,moderate,Entire home/apt,2008.0,958,$192 ,30.0,17.0,4/16/2017
62765,76402,Artsy Duplex in Chelsea w/ Huge Terrace,77967514098,UNCONFIRMED,Nauman,Manhattan,Chelsea,40.74738,-74.00134,United States,US,0,strict,Entire home/apt,2019.0,85,$17 ,3.0,3.0,5/20/2017
62766,76403,Spacious 1BR Apt / Hamilton Heights,86154151011,VERIFIED,Matt,Manhattan,Harlem,40.82218,-73.94593,United States,US,0,strict,Entire home/apt,2004.0,222,$44 ,1.0,4.0,10/30/2016
62767,76404,Basement private room w/AC near LaGuardia Airport,42261034862,VERIFIED,Giovanni,Queens,East Elmhurst,40.75849,-73.87068,United States,US,1,moderate,Private room,2016.0,634,$127 ,1.0,218.0,7/7/2019
62768,76405,Comfortable Chelsea Room,97976784274,VERIFIED,Rahul,Manhattan,Chelsea,40.74681,-74.00006,United States,US,0,flexible,Private room,2012.0,1086,$217 ,7.0,3.0,8/3/2018
62769,76406,TOWNHOUSE  (Backyard/Rooftop + Photoshoots/Events),72341438911,UNCONFIRMED,Benjamin,Brooklyn,Bushwick,40.69003,-73.90891,United States,US,0,moderate,Entire home/apt,2009.0,470,$94 ,1.0,131.0,7/7/2019
62770,76407,Wyndham Studio Condo with Kitchen SPECIAL TODAY!,28687095720,UNCONFIRMED,Wynpoints,Manhattan,Midtown,40.75175,-73.97218,United States,US,1,moderate,Private room,2004.0,475,$95 ,3.0,8.0,12/6/2016
62771,76409,Huge Room in Ideal LES location,22885071763,VERIFIED,Daniel,Manhattan,Chinatown,40.71592,-73.99332,United States,US,1,strict,Private room,2012.0,473,$95 ,25.0,20.0,12/12/2018
62772,76410,Cosy Appartment in Upper East Side,96651493387,VERIFIED,Rémi,Manhattan,Upper East Side,40.76952,-73.94892,United States,US,1,strict,Entire home/apt,2014.0,1052,$210 ,7.0,12.0,4/18/2019
62773,76411,"Comfy & Vibrant Bedroomm of Bushwick, Jefferson L",22336284721,VERIFIED,Ritchie,Brooklyn,Bushwick,40.70588,-73.92302,United States,US,1,flexible,Private room,2016.0,235,$47 ,1.0,7.0,1/22/2017
62774,76412,"One Room in  Luxury Apartment, 5min to Midtown",36889584144,UNCONFIRMED,Joanna,Queens,Long Island City,40.74569,-73.94684,United States,US,1,flexible,Private room,2022.0,362,$72 ,4.0,10.0,5/29/2019
62775,76413,PRIVATE BED ROOM 12 MINS FROM JFK,45944393133,UNCONFIRMED,Pamela,Queens,St. Albans,40.70348,-73.76621,United States,US,1,strict,Private room,2007.0,416,$83 ,1.0,71.0,5/27/2019
62776,76414,"Huge Apt 5 miles to Manhattan, Parking available",95192023561,UNCONFIRMED,Mag,Queens,Maspeth,40.72693,-73.90319,United States,US,0,strict,Entire home/apt,2005.0,230,$46 ,1.0,92.0,6/25/2019
62777,76416,YOUR HOME AWAY FROM HOME -- NYC WELCOMES YOU!,60020233814,UNCONFIRMED,Clyde,Brooklyn,Flatbush,40.64747,-73.96171,United States,US,1,strict,Private room,2017.0,1027,$205 ,3.0,65.0,5/17/2019
62778,76417,Chic room by the park in Bushwick,81470747454,UNCONFIRMED,Patrick,Brooklyn,Bushwick,40.70191,-73.92298,United States,US,0,strict,Private room,2009.0,58,$12 ,1.0,11.0,4/19/2017
62779,76418,Private bedroom in artsy NYC apartment.,22501422378,UNCONFIRMED,Eean,Bronx,Norwood,40.8722,-73.87607,United States,US,1,flexible,Private room,2019.0,488,$98 ,3.0,22.0,6/2/2019
62780,76419,Fun time in Williamsburg stylish apartment!,4995694330,UNCONFIRMED,Satomi,Brooklyn,Williamsburg,40.70879,-73.94937,United States,US,0,flexible,Private room,2011.0,1044,$209 ,7.0,15.0,4/28/2019
62781,76420,BEAUTIFUL BEDROOM IN COZY APARTMENT,73163150877,UNCONFIRMED,Jose,Queens,Woodside,40.74845,-73.89665,United States,US,1,strict,Private room,2010.0,752,$150 ,1.0,42.0,6/28/2019
62782,76421,"Spacious room in a clean, quiet and cozy home.",22509750690,VERIFIED,Luis,Queens,Sunnyside,40.73922,-73.9265,United States,US,1,flexible,Private room,2017.0,829,$166 ,1.0,76.0,7/7/2019
62783,76422,Private Room on the Upper West Side,65691629764,VERIFIED,Andrea,Manhattan,Upper West Side,40.78319,-73.97762,United States,US,0,moderate,Private room,2007.0,90,$18 ,2.0,8.0,8/3/2017
62784,76423,Huge Beautiful Loft in the Heart of Williamsburg,36863921488,UNCONFIRMED,J.P.,Brooklyn,Williamsburg,40.72049,-73.96027,United States,US,1,flexible,Entire home/apt,2013.0,1002,$200 ,3.0,7.0,6/24/2019
62785,76424,Amazing Townhouse in Harlem,7680722486,UNCONFIRMED,Chelsea,Manhattan,Harlem,40.80869,-73.94205,United States,US,0,moderate,Entire home/apt,2005.0,249,$50 ,4.0,16.0,4/27/2019
62786,76425,Lovely Large Bedroom in West Harlem,10897162793,UNCONFIRMED,Lauren,Manhattan,Harlem,40.81463,-73.95106,United States,US,1,moderate,Private room,2018.0,784,$157 ,3.0,11.0,12/31/2018
62787,76427,JFK 15 AND LGA 18 MINUTES,75281095133,UNCONFIRMED,Chima,Queens,St. Albans,40.70577,-73.75932,United States,US,1,flexible,Private room,2007.0,862,$172 ,3.0,2.0,12/16/2018
62788,76428,Beautiful 3 BR-2 BA duplex with deck in Park Slope,55487284676,VERIFIED,Gisele,Brooklyn,Windsor Terrace,40.65927,-73.97832,United States,US,1,moderate,Entire home/apt,2018.0,694,$139 ,2.0,6.0,12/26/2018
62789,76429,"New, elegant private apartment for 2 near JFK",69219824482,UNCONFIRMED,Frank,Queens,Arverne,40.59065,-73.79563,United States,US,0,strict,Entire home/apt,2013.0,185,$37 ,2.0,20.0,7/7/2019
62790,76430,"Trendy, Fully-Renovated Studio in West Chelsea",75267175670,VERIFIED,Michael,Manhattan,Chelsea,40.74624,-74.00371,United States,US,0,flexible,Entire home/apt,2004.0,1166,$233 ,1.0,51.0,6/29/2019
62791,76431,MODERN COZY NYC APT,82884140728,VERIFIED,Huong,Queens,Astoria,40.7687,-73.91975,United States,US,1,strict,Entire home/apt,2011.0,211,$42 ,4.0,5.0,4/7/2018
62792,76432,Comfy Apt in Chinatown/Lower East Side,16856344907,UNCONFIRMED,Raymond,Manhattan,Chinatown,40.71305,-73.99443,United States,US,1,flexible,Private room,2016.0,1129,$226 ,1.0,154.0,7/5/2019
62793,76434,Bronx Beauty: Renovated historic rowhouse.,68672356581,VERIFIED,Steven,Bronx,Hunts Point,40.81658,-73.88889,United States,US,0,strict,Private room,2020.0,852,$170 ,14.0,13.0,12/30/2018
62794,76435,Modern Luxury 2 Bed/ 2 Bath apartment in Midtown!,24906677963,UNCONFIRMED,Henry,Manhattan,Midtown,40.75425,-73.98312,United States,US,0,strict,Entire home/apt,2009.0,972,$194 ,30.0,4.0,3/11/2017
62795,76436,1 room in a 3 room LOFT,85507880183,UNCONFIRMED,Arthur,Brooklyn,Williamsburg,40.71671,-73.94592,United States,US,0,strict,Private room,2006.0,764,$153 ,28.0,10.0,12/30/2018
62796,76438,*PRIME* The ❤️ of Greenwich Village/SOHO SLEEPS 4,76002757045,UNCONFIRMED,Joy,Manhattan,SoHo,40.72652,-74.00032,United States,US,1,moderate,Entire home/apt,2018.0,536,$107 ,2.0,44.0,6/18/2019
62797,76439,"Homey private room in Inwood, Manhattan",21039959239,UNCONFIRMED,Sarah & JC,Manhattan,Inwood,40.86906,-73.9173,United States,US,1,flexible,Private room,2009.0,198,$40 ,2.0,7.0,10/8/2018
62798,76440,"Big East Village bedroom, heart of Manhattan",56621619029,UNCONFIRMED,Ben,Manhattan,East Village,40.72396,-73.98941,United States,US,0,flexible,Private room,2003.0,918,$184 ,2.0,5.0,4/9/2017
62799,76441,1 RM in 3BR Brownstone: Quiet Upper East Side St.,66112020196,VERIFIED,Danny,Manhattan,Upper East Side,40.7723,-73.94746,United States,US,1,moderate,Private room,2005.0,188,$38 ,8.0,1.0,1/1/2018
62800,76442,WILLIAMSBURG AUTHENTIC ARTIST LOFT,85567079275,VERIFIED,Jessica,Brooklyn,Williamsburg,40.71727,-73.95753,United States,US,1,moderate,Private room,2021.0,802,$160 ,1.0,102.0,6/17/2019
62801,76443,Two Bedrooms with Dedicated Bath,52890444901,UNCONFIRMED,Mark,Brooklyn,Flatbush,40.63503,-73.95127,United States,US,1,moderate,Private room,2009.0,615,$123 ,3.0,10.0,10/28/2017
62802,76444,Master Suite with Private Bath,28598138593,VERIFIED,Mark,Brooklyn,Flatbush,40.63409,-73.95245,United States,US,0,flexible,Private room,2005.0,286,$57 ,3.0,20.0,12/13/2017
62803,76445,Meatpacking Triplex - A small home within NYC,42295385559,UNCONFIRMED,J.J.,Manhattan,Chelsea,40.74101,-74.00496,United States,US,0,strict,Entire home/apt,2004.0,935,$187 ,2.0,7.0,8/5/2017
62804,76446,"Spacious, Sunny,  1 Bdrm Apt w/ King Bed",13882902342,VERIFIED,Gabriella,Manhattan,Inwood,40.86107,-73.92959,United States,US,0,flexible,Entire home/apt,2007.0,848,$170 ,26.0,4.0,6/27/2019
62805,76447,Bohemian Brooklyn Pad with Rooftop Garden Oasis,7514554710,UNCONFIRMED,Alexandra,Brooklyn,Bushwick,40.70378,-73.91311,United States,US,1,strict,Private room,2010.0,1118,$224 ,2.0,3.0,2/10/2018
62806,76448,Modern Luxury Loft  3bd  Williamsburg,13314726648,VERIFIED,Alex,Brooklyn,Williamsburg,40.71322,-73.9648,United States,US,1,flexible,Entire home/apt,2013.0,980,$196 ,3.0,88.0,6/26/2019
62807,76449,Cozy private room on the UES,64990026959,UNCONFIRMED,Kristina,Manhattan,Upper East Side,40.7739,-73.94782,United States,US,1,moderate,Private room,2011.0,792,$158 ,1.0,73.0,5/17/2019
